hit_acc,hit_name,hit_score,hit_bias,hit_pvalue,hit_evalue,n_domains,dom_bitscore,dom_bias,dom_ievalue,dom_cevalue,dom_aliL,dom_aliId,dom_aliSim,dom_hmm_from,dom_hmm_to,dom_hmm_acc,dom_hmm_name,dom_sq_from,dom_sq_to,dom_model_cov,dom_seq_cov,studies,assemblies,biomes,samples,extlink
MGYP000975217612,MGYP000975217612,175.7,0.1,-127.518466373769,3.0e-47,1,175.523132324219,0.11,3.5e-47,1.3e-52,215,0.473372781065089,0.863905325443787,2,170,PF01083.29,Cutinase,35,212,169,178,ERP110947|https://www.ebi.ac.uk/metagenomics/studies/ERP110947,ERZ724020|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ724020,63;64,110947,https://www.ebi.ac.uk/metagenomics/proteins/MGYP000975217612
MGYP002631425756,MGYP002631425756,174.9,0.0,-126.944071301345,5.3e-47,1,174.586700439453,0.02,6.8e-47,2.6e-52,239,0.476470588235294,0.858823529411765,1,170,PF01083.29,Cutinase,58,236,170,179,ERP114964|https://www.ebi.ac.uk/metagenomics/studies/ERP114964,ERZ889217|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ889217,158,114964,https://www.ebi.ac.uk/metagenomics/proteins/MGYP002631425756
MGYP003609857697,MGYP003609857697,174.9,0.0,-126.922358550326,5.4e-47,1,174.580764770508,0.02,6.8e-47,2.6e-52,218,0.476744186046512,0.854651162790698,2,173,PF01083.29,Cutinase,38,218,172,181,ERP131768|https://www.ebi.ac.uk/metagenomics/studies/ERP131768,ERZ3455847|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ3455847,80,131768,https://www.ebi.ac.uk/metagenomics/proteins/MGYP003609857697
MGYP000949798793,MGYP000949798793,174.8,0.0,-126.848446705531,5.8e-47,1,174.555160522461,0.03,6.9e-47,2.6e-52,219,0.485207100591716,0.857988165680473,2,170,PF01083.29,Cutinase,39,216,169,178,ERP110947|https://www.ebi.ac.uk/metagenomics/studies/ERP110947,ERZ724020|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ724020,64,110947,https://www.ebi.ac.uk/metagenomics/proteins/MGYP000949798793
MGYP002654481432,MGYP002654481432,174.8,0.3,-126.83891769999,5.9e-47,1,174.316497802734,0.29,8.2e-47,3.1e-52,289,0.467836257309941,0.853801169590643,2,172,PF01083.29,Cutinase,106,283,171,178,ERP115932|https://www.ebi.ac.uk/metagenomics/studies/ERP115932,ERZ1022745|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ1022745,105,115932,https://www.ebi.ac.uk/metagenomics/proteins/MGYP002654481432
MGYP003608791254,MGYP003608791254,174.6,0.8,-126.706925325383,6.7e-47,1,174.41845703125,0.75,7.6e-47,2.9e-52,197,0.459302325581395,0.866279069767442,1,172,PF01083.29,Cutinase,16,194,172,179,ERP111178|https://www.ebi.ac.uk/metagenomics/studies/ERP111178;ERP111268|https://www.ebi.ac.uk/metagenomics/studies/ERP111268;ERP131768|https://www.ebi.ac.uk/metagenomics/studies/ERP131768,ERZ764730|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ764730;ERZ772708|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ772708;ERZ3455847|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ3455847,63;80,131768;111268;111178,https://www.ebi.ac.uk/metagenomics/proteins/MGYP003608791254
MGYP000870666720,MGYP000870666720,173.5,0.0,-125.897585768651,1.5e-46,1,173.245941162109,0.02,1.7e-46,6.6e-52,217,0.485207100591716,0.863905325443787,2,170,PF01083.29,Cutinase,37,214,169,178,ERP111160|https://www.ebi.ac.uk/metagenomics/studies/ERP111160,ERZ761577|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ761577,54,111160,https://www.ebi.ac.uk/metagenomics/proteins/MGYP000870666720
MGYP002654479906,MGYP002654479906,172.8,0.0,-125.420520368909,2.4e-46,1,172.521438598633,0.01,2.9e-46,1.1e-51,217,0.464705882352941,0.852941176470588,2,171,PF01083.29,Cutinase,37,215,170,179,ERP115932|https://www.ebi.ac.uk/metagenomics/studies/ERP115932,ERZ1022813|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ1022813,105,115932,https://www.ebi.ac.uk/metagenomics/proteins/MGYP002654479906
MGYP001612287733,MGYP001612287733,171.7,1.3,-124.666541852299,5.2e-46,1,171.377487182617,1.30,6.5e-46,2.5e-51,266,0.459302325581395,0.848837209302326,1,172,PF01083.29,Cutinase,55,236,172,182,ERP123561|https://www.ebi.ac.uk/metagenomics/studies/ERP123561,ERZ1505402|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ1505402,62,123561,https://www.ebi.ac.uk/metagenomics/proteins/MGYP001612287733
MGYP001806772823,MGYP001806772823,171.5,0.0,-124.493886631848,6.1e-46,1,171.300811767578,0.05,6.9e-46,2.6e-51,197,0.441176470588235,0.876470588235294,1,170,PF01083.29,Cutinase,16,194,170,179,ERP127095|https://www.ebi.ac.uk/metagenomics/studies/ERP127095,ERZ1793602|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ1793602,85,127095,https://www.ebi.ac.uk/metagenomics/proteins/MGYP001806772823
MGYP003820220293,MGYP003820220293,170.8,0.1,-123.995648062375,1.0e-45,2,155.836318969727,0.05,3.9e-41,1.5e-46,242,0.38562091503268,0.92156862745098,20,172,PF01083.29,Cutinase,83,239,153,157,ERP112632|https://www.ebi.ac.uk/metagenomics/studies/ERP112632,ERZ795072|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ795072,4,112632,https://www.ebi.ac.uk/metagenomics/proteins/MGYP003820220293
MGYP002629969690,MGYP002629969690,170.7,0.0,-123.959301866833,1.0e-45,1,170.481430053711,0.01,1.2e-45,4.7e-51,212,0.450292397660819,0.824561403508772,2,172,PF01083.29,Cutinase,33,211,171,179,ERP114964|https://www.ebi.ac.uk/metagenomics/studies/ERP114964,ERZ887851|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ887851;ERZ888341|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ888341;ERZ888423|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ888423;ERZ888641|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ888641;ERZ890250|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ890250,158,114964,https://www.ebi.ac.uk/metagenomics/proteins/MGYP002629969690
MGYP001484268494,MGYP001484268494,170.7,0.8,-123.929376688615,1.1e-45,1,170.404205322266,0.84,1.3e-45,4.9e-51,244,0.482558139534884,0.831395348837209,1,172,PF01083.29,Cutinase,46,228,172,183,ERP104231|https://www.ebi.ac.uk/metagenomics/studies/ERP104231,ERZ794918|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ794918;ERZ794928|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ794928,63,104231,https://www.ebi.ac.uk/metagenomics/proteins/MGYP001484268494
MGYP003606839045,MGYP003606839045,170.4,0.1,-123.712842717845,1.3e-45,1,170.125122070312,0.08,1.6e-45,6.0e-51,215,0.482558139534884,0.866279069767442,2,173,PF01083.29,Cutinase,35,215,172,181,ERP131768|https://www.ebi.ac.uk/metagenomics/studies/ERP131768,ERZ3455847|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ3455847,80,131768,https://www.ebi.ac.uk/metagenomics/proteins/MGYP003606839045
MGYP002631245702,MGYP002631245702,170.3,0.0,-123.683931952448,1.4e-45,1,170.057495117188,0.01,1.7e-45,6.3e-51,229,0.456140350877193,0.83625730994152,1,171,PF01083.29,Cutinase,48,227,171,180,ERP114964|https://www.ebi.ac.uk/metagenomics/studies/ERP114964,ERZ888641|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ888641,158,114964,https://www.ebi.ac.uk/metagenomics/proteins/MGYP002631245702
MGYP000362590111,MGYP000362590111,170.1,0.1,-123.548626548734,1.6e-45,1,169.861557006836,0.13,1.9e-45,7.3e-51,235,0.453488372093023,0.843023255813954,1,172,PF01083.29,Cutinase,36,217,172,182,ERP108101|https://www.ebi.ac.uk/metagenomics/studies/ERP108101,ERZ505245|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ505245,132,108101,https://www.ebi.ac.uk/metagenomics/proteins/MGYP000362590111
MGYP000942190692,MGYP000942190692,169.8,0.0,-123.314998642769,2.0e-45,1,169.201614379883,0.02,3.0e-45,1.2e-50,240,0.455621301775148,0.85207100591716,2,170,PF01083.29,Cutinase,60,237,169,178,ERP110969|https://www.ebi.ac.uk/metagenomics/studies/ERP110969,ERZ724544|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ724544,63;18;62;89,110969,https://www.ebi.ac.uk/metagenomics/proteins/MGYP000942190692
MGYP003474008422,MGYP003474008422,169.6,0.8,-123.158638777208,2.3e-45,1,169.322082519531,0.82,2.8e-45,1.1e-50,237,0.476744186046512,0.843023255813954,1,172,PF01083.29,Cutinase,37,219,172,183,ERP129176|https://www.ebi.ac.uk/metagenomics/studies/ERP129176,ERZ2271340|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ2271340;ERZ2271710|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ2271710;ERZ2272263|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ2272263;ERZ2272596|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ2272596,492,129176,https://www.ebi.ac.uk/metagenomics/proteins/MGYP003474008422
MGYP001024827226,MGYP001024827226,169.4,0.0,-123.001652997353,2.7e-45,1,169.088897705078,0.02,3.3e-45,1.3e-50,214,0.479289940828402,0.846153846153846,2,170,PF01083.29,Cutinase,36,213,169,178,ERP111648|https://www.ebi.ac.uk/metagenomics/studies/ERP111648,ERZ778037|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ778037,63,111648,https://www.ebi.ac.uk/metagenomics/proteins/MGYP001024827226
MGYP000218152837,MGYP000218152837,168.9,0.8,-122.65868433924,3.8e-45,1,168.584228515625,0.75,4.7e-45,1.8e-50,242,0.5,0.831395348837209,1,172,PF01083.29,Cutinase,50,232,172,183,ERP108711|https://www.ebi.ac.uk/metagenomics/studies/ERP108711,ERZ650159|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ650159;ERZ650162|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ650162,86,108711,https://www.ebi.ac.uk/metagenomics/proteins/MGYP000218152837
MGYP000032351218,MGYP000032351218,168.7,0.0,-122.523454476906,4.4e-45,1,168.421493530273,0.02,5.3e-45,2.0e-50,220,0.456647398843931,0.861271676300578,1,173,PF01083.29,Cutinase,33,220,173,188,ERP108711|https://www.ebi.ac.uk/metagenomics/studies/ERP108711,ERZ650159|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ650159;ERZ650162|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ650162,86,108711,https://www.ebi.ac.uk/metagenomics/proteins/MGYP000032351218
MGYP006266715669,MGYP006266715669,168.4,0.3,-122.293765514341,5.5e-45,1,168.121887207031,0.28,6.5e-45,2.5e-50,216,0.465116279069767,0.86046511627907,1,172,PF01083.29,Cutinase,33,210,172,178,ERP137544|https://www.ebi.ac.uk/metagenomics/studies/ERP137544,ERZ9869192|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ9869192,132,137544,https://www.ebi.ac.uk/metagenomics/proteins/MGYP006266715669
MGYP000960053269,MGYP000960053269,168.0,0.1,-122.071609106553,6.9e-45,1,167.783630371094,0.05,8.3e-45,3.2e-50,215,0.482558139534884,0.854651162790698,2,173,PF01083.29,Cutinase,35,215,172,181,ERP111178|https://www.ebi.ac.uk/metagenomics/studies/ERP111178,ERZ764730|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ764730,63;80,111178,https://www.ebi.ac.uk/metagenomics/proteins/MGYP000960053269
MGYP002628743555,MGYP002628743555,167.9,0.1,-121.949631360647,7.8e-45,2,167.329330444336,0.02,1.1e-44,4.4e-50,228,0.453488372093023,0.819767441860465,2,173,PF01083.29,Cutinase,49,228,172,180,ERP114964|https://www.ebi.ac.uk/metagenomics/studies/ERP114964,ERZ888423|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ888423;ERZ890250|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ890250,158,114964,https://www.ebi.ac.uk/metagenomics/proteins/MGYP002628743555
MGYP001120338628,MGYP001120338628,167.7,0.0,-121.859942158999,8.6e-45,1,167.516372680664,0.02,1.0e-44,3.8e-50,218,0.494117647058824,0.858823529411765,2,171,PF01083.29,Cutinase,38,216,170,179,ERP111647|https://www.ebi.ac.uk/metagenomics/studies/ERP111647;ERP112595|https://www.ebi.ac.uk/metagenomics/studies/ERP112595;ERP112625|https://www.ebi.ac.uk/metagenomics/studies/ERP112625;ERP112879|https://www.ebi.ac.uk/metagenomics/studies/ERP112879,ERZ778036|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ778036;ERZ795029|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ795029;ERZ795065|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ795065;ERZ795389|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ795389,63;4,111647;112625;112595;112879,https://www.ebi.ac.uk/metagenomics/proteins/MGYP001120338628
MGYP003530980281,MGYP003530980281,167.7,0.0,-121.802174586333,9.1e-45,1,167.449615478516,0.04,1.1e-44,4.0e-50,212,0.470588235294118,0.847058823529412,2,171,PF01083.29,Cutinase,32,210,170,179,ERP129176|https://www.ebi.ac.uk/metagenomics/studies/ERP129176,ERZ2272495|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ2272495,492,129176,https://www.ebi.ac.uk/metagenomics/proteins/MGYP003530980281
MGYP001806478790,MGYP001806478790,167.0,0.1,-121.310637616454,1.5e-44,1,166.570663452148,0.12,2.0e-44,7.4e-50,314,0.494186046511628,0.831395348837209,2,173,PF01083.29,Cutinase,49,232,172,184,ERP127095|https://www.ebi.ac.uk/metagenomics/studies/ERP127095,ERZ1793602|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ1793602,85,127095,https://www.ebi.ac.uk/metagenomics/proteins/MGYP001806478790
MGYP002652144143,MGYP002652144143,166.9,0.1,-121.266855990767,1.5e-44,1,166.735824584961,0.06,1.7e-44,6.6e-50,190,0.447674418604651,0.872093023255814,1,172,PF01083.29,Cutinase,10,189,172,180,ERP115473|https://www.ebi.ac.uk/metagenomics/studies/ERP115473,ERZ1023177|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ1023177,401,115473,https://www.ebi.ac.uk/metagenomics/proteins/MGYP002652144143
MGYP005824369327,MGYP005824369327,166.9,0.7,-121.259204728107,1.6e-44,1,166.636703491211,0.74,1.9e-44,7.1e-50,213,0.43859649122807,0.859649122807018,1,171,PF01083.29,Cutinase,34,212,171,179,ERP136856|https://www.ebi.ac.uk/metagenomics/studies/ERP136856,ERZ10545953|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ10545953,247,136856,https://www.ebi.ac.uk/metagenomics/proteins/MGYP005824369327
MGYP003419504830,MGYP003419504830,166.9,0.2,-121.23565740071,1.6e-44,1,166.490982055664,0.16,2.1e-44,7.9e-50,249,0.47953216374269,0.853801169590643,1,171,PF01083.29,Cutinase,33,210,171,178,ERP129176|https://www.ebi.ac.uk/metagenomics/studies/ERP129176,ERZ2227828|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ2227828,492,129176,https://www.ebi.ac.uk/metagenomics/proteins/MGYP003419504830
MGYP000979452227,MGYP000979452227,166.8,0.2,-121.217484302939,1.6e-44,1,166.61100769043,0.23,1.9e-44,7.2e-50,219,0.436046511627907,0.843023255813954,1,172,PF01083.29,Cutinase,34,211,172,178,ERP110947|https://www.ebi.ac.uk/metagenomics/studies/ERP110947,ERZ724020|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ724020,64;4,110947,https://www.ebi.ac.uk/metagenomics/proteins/MGYP000979452227
MGYP000864629099,MGYP000864629099,166.7,0.1,-121.149194895162,1.7e-44,1,166.468536376953,0.07,2.1e-44,8.0e-50,210,0.482352941176471,0.835294117647059,2,171,PF01083.29,Cutinase,30,208,170,179,ERP111287|https://www.ebi.ac.uk/metagenomics/studies/ERP111287,ERZ773281|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ773281;ERZ773282|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ773282,63;18,111287,https://www.ebi.ac.uk/metagenomics/proteins/MGYP000864629099
MGYP002654999026,MGYP002654999026,166.2,0.1,-120.768725337552,2.5e-44,1,165.961898803711,0.06,3.0e-44,1.1e-49,180,0.453416149068323,0.857142857142857,2,162,PF01083.29,Cutinase,2,170,161,169,ERP115932|https://www.ebi.ac.uk/metagenomics/studies/ERP115932,ERZ1022813|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ1022813,105,115932,https://www.ebi.ac.uk/metagenomics/proteins/MGYP002654999026
MGYP003609447392,MGYP003609447392,166.1,0.1,-120.696011363216,2.7e-44,1,165.856826782227,0.06,3.2e-44,1.2e-49,217,0.430232558139535,0.866279069767442,1,172,PF01083.29,Cutinase,36,214,172,179,ERP131768|https://www.ebi.ac.uk/metagenomics/studies/ERP131768,ERZ3455847|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ3455847,80,131768,https://www.ebi.ac.uk/metagenomics/proteins/MGYP003609447392
MGYP001506283679,MGYP001506283679,165.9,0.1,-120.531525403461,3.2e-44,1,165.664245605469,0.14,3.7e-44,1.4e-49,209,0.467836257309941,0.83625730994152,2,172,PF01083.29,Cutinase,6,194,171,189,ERP107925|https://www.ebi.ac.uk/metagenomics/studies/ERP107925,ERZ500977|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ500977,401,107925,https://www.ebi.ac.uk/metagenomics/proteins/MGYP001506283679
MGYP000999937555,MGYP000999937555,165.8,0.2,-120.473455665275,3.4e-44,1,165.502349853516,0.20,4.2e-44,1.6e-49,246,0.482558139534884,0.813953488372093,1,172,PF01083.29,Cutinase,43,235,172,193,ERP111147|https://www.ebi.ac.uk/metagenomics/studies/ERP111147,ERZ761564|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ761564,63;62;4,111147,https://www.ebi.ac.uk/metagenomics/proteins/MGYP000999937555
MGYP001261747996,MGYP001261747996,165.7,0.1,-120.451516290115,3.5e-44,1,165.511825561523,0.06,4.1e-44,1.6e-49,209,0.441860465116279,0.872093023255814,1,172,PF01083.29,Cutinase,30,208,172,179,ERP112585|https://www.ebi.ac.uk/metagenomics/studies/ERP112585,ERZ795019|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ795019,63;64,112585,https://www.ebi.ac.uk/metagenomics/proteins/MGYP001261747996
MGYP003473717276,MGYP003473717276,165.6,0.0,-120.360057261843,3.8e-44,1,165.359909057617,0.01,4.6e-44,1.8e-49,226,0.455621301775148,0.828402366863905,2,170,PF01083.29,Cutinase,46,223,169,178,ERP129176|https://www.ebi.ac.uk/metagenomics/studies/ERP129176,ERZ2271710|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ2271710,492,129176,https://www.ebi.ac.uk/metagenomics/proteins/MGYP003473717276
MGYP002356182161,MGYP002356182161,165.4,0.2,-120.186679002467,4.6e-44,1,165.069732666016,0.22,5.7e-44,2.2e-49,236,0.491329479768786,0.826589595375723,1,173,PF01083.29,Cutinase,28,212,173,185,ERP110952|https://www.ebi.ac.uk/metagenomics/studies/ERP110952,ERZ724086|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ724086,4,110952,https://www.ebi.ac.uk/metagenomics/proteins/MGYP002356182161
MGYP001952495500,MGYP001952495500,165.1,0.0,-120.001893994668,5.5e-44,1,164.872009277344,0.01,6.5e-44,2.5e-49,218,0.47093023255814,0.825581395348837,2,173,PF01083.29,Cutinase,37,217,172,181,ERP112877|https://www.ebi.ac.uk/metagenomics/studies/ERP112877,ERZ795387|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ795387,54;4,112877,https://www.ebi.ac.uk/metagenomics/proteins/MGYP001952495500
MGYP001281124582,MGYP001281124582,164.7,0.0,-119.678598470306,7.6e-44,1,164.414825439453,0.03,9.0e-44,3.4e-49,228,0.461988304093567,0.859649122807018,1,171,PF01083.29,Cutinase,47,226,171,180,ERP112621|https://www.ebi.ac.uk/metagenomics/studies/ERP112621,ERZ795061|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ795061,63;80;4;492,112621,https://www.ebi.ac.uk/metagenomics/proteins/MGYP001281124582
MGYP001120549909,MGYP001120549909,164.2,0.0,-119.345342275372,1.1e-43,1,163.934814453125,0.01,1.3e-43,4.8e-49,208,0.473988439306358,0.84393063583815,1,173,PF01083.29,Cutinase,27,207,173,181,ERP111598|https://www.ebi.ac.uk/metagenomics/studies/ERP111598;ERP111605|https://www.ebi.ac.uk/metagenomics/studies/ERP111605;ERP112628|https://www.ebi.ac.uk/metagenomics/studies/ERP112628;ERP112629|https://www.ebi.ac.uk/metagenomics/studies/ERP112629;ERP112631|https://www.ebi.ac.uk/metagenomics/studies/ERP112631;ERP112632|https://www.ebi.ac.uk/metagenomics/studies/ERP112632;ERP114767|https://www.ebi.ac.uk/metagenomics/studies/ERP114767,ERZ777003|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ777003;ERZ777010|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ777010;ERZ795068|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ795068;ERZ795069|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ795069;ERZ795071|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ795071;ERZ795072|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ795072;ERZ858510|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ858510,4,114767;112632;111605;111598;112629;112631;112628,https://www.ebi.ac.uk/metagenomics/proteins/MGYP001120549909
MGYP002147122878,MGYP002147122878,163.9,1.1,-119.165618540052,1.3e-43,1,163.67887878418,1.08,1.5e-43,5.8e-49,248,0.505813953488372,0.848837209302326,1,172,PF01083.29,Cutinase,39,232,172,194,ERP108742|https://www.ebi.ac.uk/metagenomics/studies/ERP108742,ERZ650289|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ650289,63;18,108742,https://www.ebi.ac.uk/metagenomics/proteins/MGYP002147122878
MGYP005810408477,MGYP005810408477,163.9,0.1,-119.132671706622,1.3e-43,1,163.40641784668,0.10,1.8e-43,7.0e-49,202,0.491329479768786,0.861271676300578,1,173,PF01083.29,Cutinase,8,202,173,195,ERP136856|https://www.ebi.ac.uk/metagenomics/studies/ERP136856,ERZ10545953|https://www.ebi.ac.uk/metagenomics/assemblies/ERZ10545953,247,136856,https://www.ebi.ac.uk/metagenomics/proteins/MGYP005810408477
